,rent_sta,return_sta,Sec,Count,Avg_time
12514,MRT Xingtian Temple Sta. (Exit 1),Kaifong & Xining Intersection,1277.0,7,0:21:17
12515,MRT Xingtian Temple Sta. (Exit 1),Keelung & Guangfu Intersection,3238.0,2,0:53:58
12516,MRT Xingtian Temple Sta. (Exit 1),Lanxing Park,2441.0,2,0:40:41
12517,MRT Xingtian Temple Sta. (Exit 1),Laosong Elementary School,5180.0,4,1:26:20
12518,MRT Xingtian Temple Sta. (Exit 1),Lequn 2nd & Jingye 4th Intersection,3468.0,2,0:57:48
12519,MRT Xingtian Temple Sta. (Exit 1),Lin An-tai Historical House,1379.0,46,0:22:59
12520,MRT Xingtian Temple Sta. (Exit 1),Linsen Park,842.0,195,0:14:02
12521,MRT Xingtian Temple Sta. (Exit 1),LiuGong Park,2620.0,20,0:43:40
12522,MRT Xingtian Temple Sta. (Exit 1),Longjiang & Nanjing Intersection,1086.0,63,0:18:06
12523,MRT Xingtian Temple Sta. (Exit 1),Longmen Square,1982.0,20,0:33:02
12524,MRT Xingtian Temple Sta. (Exit 1),MRT Beimen Sta. (Exit.3),1499.0,10,0:24:59
12525,MRT Xingtian Temple Sta. (Exit 1),MRT Daan Park Sta.,1708.0,17,0:28:28
12526,MRT Xingtian Temple Sta. (Exit 1),MRT Daan Sta.,2065.0,8,0:34:25
12527,MRT Xingtian Temple Sta. (Exit 1),MRT Daqiaotou Sta. (Exit 2),2262.0,26,0:37:42
12528,MRT Xingtian Temple Sta. (Exit 1),MRT Dazhi Sta. (Exit 3),6495.0,1,1:48:15
12529,MRT Xingtian Temple Sta. (Exit 1),MRT Donghu Sta.,4820.0,1,1:20:20
12530,MRT Xingtian Temple Sta. (Exit 1),MRT Dongmen Sta. (Exit 4),1821.0,11,0:30:21
12531,MRT Xingtian Temple Sta. (Exit 1),MRT Gangqian Sta. (Exit 2),1705.0,1,0:28:25
12532,MRT Xingtian Temple Sta. (Exit 1),MRT Gongguan Sta.(Exit 2),1891.0,5,0:31:31
12533,MRT Xingtian Temple Sta. (Exit 1),MRT Guting Sta. (Exit 2),2588.0,12,0:43:08
12534,MRT Xingtian Temple Sta. (Exit 1),MRT Houshanpi Sta.(Exit 1),1623.0,5,0:27:03
12535,MRT Xingtian Temple Sta. (Exit 1),MRT Huzhou Sta. (Exit 1),4233.0,1,1:10:33
12536,MRT Xingtian Temple Sta. (Exit 1),MRT Jiannan Rd. Sta.(Exit 2),10159.0,1,2:49:19
12537,MRT Xingtian Temple Sta. (Exit 1),MRT Jiantan Sta.(Exit 2),2574.0,15,0:42:54
12538,MRT Xingtian Temple Sta. (Exit 1),MRT Kunyang Sta. (Exit 1),5179.0,5,1:26:19
12539,MRT Xingtian Temple Sta. (Exit 1),MRT Linguang Sta. (Exit 2),1774.0,1,0:29:34
12540,MRT Xingtian Temple Sta. (Exit 1),MRT Liuzhangli Sta.,2887.0,9,0:48:07
12541,MRT Xingtian Temple Sta. (Exit 1),MRT Longshan Temple Sta. (Exit. 1),3272.0,2,0:54:32
12542,MRT Xingtian Temple Sta. (Exit 1),MRT Mingde Sta.,2220.0,2,0:37:00
12543,MRT Xingtian Temple Sta. (Exit 1),MRT Minquan W.Rd. Sta.(Exit 3),1276.0,40,0:21:16
12544,MRT Xingtian Temple Sta. (Exit 1),MRT Nanjing Fuxing Sta. (Exit 5),1354.0,56,0:22:34
12545,MRT Xingtian Temple Sta. (Exit 1),MRT Nanjing Sanmin Sta. (Exit 1),3158.0,21,0:52:38
12546,MRT Xingtian Temple Sta. (Exit 1),MRT Nat’l Taiwan U. Hospital Sta.(Exit 4),1960.0,19,0:32:40
12547,MRT Xingtian Temple Sta. (Exit 1),MRT S.Y.S Memorial Hall Stataion(Exit 2.),3506.0,6,0:58:26
12548,MRT Xingtian Temple Sta. (Exit 1),MRT Shandao Temple Sta(Exit 1),1990.0,20,0:33:10
12549,MRT Xingtian Temple Sta. (Exit 1),MRT Shilin Sta.(Exit 2),3378.0,5,0:56:18
12550,MRT Xingtian Temple Sta. (Exit 1),MRT Shuanglian Sta. (Exit 2),1411.0,65,0:23:31
12551,MRT Xingtian Temple Sta. (Exit 1),MRT Songjiang Nanjing Sta. (Exit 7),884.0,193,0:14:44
12552,MRT Xingtian Temple Sta. (Exit 1),MRT Taipei 101/World Trade Center Sta.,3104.0,7,0:51:44
12553,MRT Xingtian Temple Sta. (Exit 1),MRT Taipei Arena Sta. (Exit 5),1399.0,20,0:23:19
12554,MRT Xingtian Temple Sta. (Exit 1),MRT Taipei City Hall Stataion(Exit 3)-2,2254.0,10,0:37:34
12555,MRT Xingtian Temple Sta. (Exit 1),MRT Technology Bldg. Sta.,1974.0,22,0:32:54
12556,MRT Xingtian Temple Sta. (Exit 1),MRT Xiaonanmen Sta. (Exit 1),2458.0,2,0:40:58
12557,MRT Xingtian Temple Sta. (Exit 1),MRT Xihu Sta. (Exit 1),3248.0,1,0:54:08
12558,MRT Xingtian Temple Sta. (Exit 1),MRT Ximen Sta.(Exit 3),2682.0,19,0:44:42
12559,MRT Xingtian Temple Sta. (Exit 1),MRT Xingtian Temple Sta. (Exit 1),3040.0,490,0:50:40
12560,MRT Xingtian Temple Sta. (Exit 1),MRT Xingtian Temple Sta. (Exit 3),2667.0,108,0:44:27
12561,MRT Xingtian Temple Sta. (Exit 1),MRT Xinyi Anhe Sta.,2104.0,7,0:35:04
12562,MRT Xingtian Temple Sta. (Exit 1),MRT Yuanshan Sta. (Exit 2),2789.0,39,0:46:29
12563,MRT Xingtian Temple Sta. (Exit 1),MRT Zhishan Sta.(Exit 2),2397.0,4,0:39:57
12564,MRT Xingtian Temple Sta. (Exit 1),MRT Zhongshan Elementary School sta.(Exit 4),1175.0,92,0:19:35
12565,MRT Xingtian Temple Sta. (Exit 1),MRT Zhongshan Sta. (Exit 4),1168.0,59,0:19:28
12566,MRT Xingtian Temple Sta. (Exit 1),MRT Zhongxiao Fuxing Sta.(Exit 2),1271.0,9,0:21:11
12567,MRT Xingtian Temple Sta. (Exit 1),MRT Zhongxiao Xinsheng Sta.(Exit 3),1455.0,42,0:24:15
12568,MRT Xingtian Temple Sta. (Exit 1),MinQuan Park,3993.0,12,1:06:33
12569,MRT Xingtian Temple Sta. (Exit 1),Minquan & Fuxing Intersection,1235.0,82,0:20:35
12570,MRT Xingtian Temple Sta. (Exit 1),Minsheng & Dunhua Intersection,817.0,101,0:13:37
12571,MRT Xingtian Temple Sta. (Exit 1),Minsheng & Guangfu Intersection,1105.0,39,0:18:25
12572,MRT Xingtian Temple Sta. (Exit 1),Minsheng Activity Center,2284.0,18,0:38:04
12573,MRT Xingtian Temple Sta. (Exit 1),NTNU Gongguan Campus,2420.0,1,0:40:20
12574,MRT Xingtian Temple Sta. (Exit 1),NTNU Library,1952.0,26,0:32:32
12575,MRT Xingtian Temple Sta. (Exit 1),NTU Information Bldg.,1820.0,10,0:30:20
12576,MRT Xingtian Temple Sta. (Exit 1),Nanchang Park,2025.0,2,0:33:45
12577,MRT Xingtian Temple Sta. (Exit 1),National Central Library,1185.0,2,0:19:45
12578,MRT Xingtian Temple Sta. (Exit 1),Nat’l Defense U.,3232.0,1,0:53:52
12579,MRT Xingtian Temple Sta. (Exit 1),Raohe Night Market,4274.0,10,1:11:14
12580,MRT Xingtian Temple Sta. (Exit 1),Renai & Linsen Intersection,2740.0,9,0:45:40
12581,MRT Xingtian Temple Sta. (Exit 1),Renai & Yanji Intersection,1481.0,1,0:24:41
12582,MRT Xingtian Temple Sta. (Exit 1),Renai & Yixian Intersection,2664.0,4,0:44:24
12583,MRT Xingtian Temple Sta. (Exit 1),Rongxing Park,939.0,110,0:15:39
12584,MRT Xingtian Temple Sta. (Exit 1),Roosevelt & Jinglong Intersection,2024.0,2,0:33:44
12585,MRT Xingtian Temple Sta. (Exit 1),Roosevelt & Ningbo E. St. Intersection,4060.0,2,1:07:40
12586,MRT Xingtian Temple Sta. (Exit 1),Roosevelt & Xinsheng S. Intersection,2976.0,14,0:49:36
12587,MRT Xingtian Temple Sta. (Exit 1),Ruiguang & Gangqian Intersection,4973.0,5,1:22:53
12588,MRT Xingtian Temple Sta. (Exit 1),Sanchangli,1715.0,4,0:28:35
12589,MRT Xingtian Temple Sta. (Exit 1),Sanmin Park,1576.0,7,0:26:16
12590,MRT Xingtian Temple Sta. (Exit 1),Shilin Sports Center,2812.0,6,0:46:52
12591,MRT Xingtian Temple Sta. (Exit 1),Shude Park,1048.0,28,0:17:28
12592,MRT Xingtian Temple Sta. (Exit 1),Songde Park,2995.0,3,0:49:55
12593,MRT Xingtian Temple Sta. (Exit 1),Songshan Rail Sta.,4678.0,9,1:17:58
12594,MRT Xingtian Temple Sta. (Exit 1),Songshan Vocational High School,4286.0,2,1:11:26
12595,MRT Xingtian Temple Sta. (Exit 1),TWTC Exhibition Hall 2,1879.0,1,0:31:19
12596,MRT Xingtian Temple Sta. (Exit 1),TWTC Exhibition Hall 3,2498.0,2,0:41:38
12597,MRT Xingtian Temple Sta. (Exit 1),Taipei Astronomical Museum,4428.0,1,1:13:48
12598,MRT Xingtian Temple Sta. (Exit 1),Taipei Bus Sta.,1528.0,61,0:25:28
12599,MRT Xingtian Temple Sta. (Exit 1),Taipei City Hakka Cultural Park,2334.0,1,0:38:54
12600,MRT Xingtian Temple Sta. (Exit 1),Taipei City Hall,4880.0,4,1:21:20
12601,MRT Xingtian Temple Sta. (Exit 1),Taipei City Hospital Renai Branch,2212.0,7,0:36:52
12602,MRT Xingtian Temple Sta. (Exit 1),Taipei Confucius Temple,2235.0,5,0:37:15
12603,MRT Xingtian Temple Sta. (Exit 1),Taipei Cultural Center,1208.0,33,0:20:08
12604,MRT Xingtian Temple Sta. (Exit 1),Taipei Fine Arts Museum,3257.0,13,0:54:17
12605,MRT Xingtian Temple Sta. (Exit 1),Taipei Municipal Shezi Elementary School,1582.0,1,0:26:22
12606,MRT Xingtian Temple Sta. (Exit 1),Taipei Pot Plant Auction,2918.0,4,0:48:38
12607,MRT Xingtian Temple Sta. (Exit 1),Taipei Public Library,1474.0,4,0:24:34
12608,MRT Xingtian Temple Sta. (Exit 1),Taipei Stadium,1701.0,35,0:28:21
12609,MRT Xingtian Temple Sta. (Exit 1),University of Taipei,1851.0,3,0:30:51
12610,MRT Xingtian Temple Sta. (Exit 1),University of Taipei Tianmu Campus,2695.0,2,0:44:55
12611,MRT Xingtian Temple Sta. (Exit 1),Wu Xing Bus Station.,6358.0,1,1:45:58
12612,MRT Xingtian Temple Sta. (Exit 1),XinDong Park,1287.0,16,0:21:27
12613,MRT Xingtian Temple Sta. (Exit 1),Xingan Huacheng Community,628.0,132,0:10:28
12614,MRT Xingtian Temple Sta. (Exit 1),Xinhai & Xinsheng Intersection,1881.0,18,0:31:21
12615,MRT Xingtian Temple Sta. (Exit 1),Xinhu Elementary School,4858.0,1,1:20:58
12616,MRT Xingtian Temple Sta. (Exit 1),Xinsheng & Changan Intersection,847.0,24,0:14:07
12617,MRT Xingtian Temple Sta. (Exit 1),Xinsheng & Changchun Intersection,1155.0,69,0:19:15
12618,MRT Xingtian Temple Sta. (Exit 1),Xinsheng & Heping Intersection,1544.0,13,0:25:44
12619,MRT Xingtian Temple Sta. (Exit 1),Xinyi & Dunhua Intersection,2040.0,2,0:34:00
12620,MRT Xingtian Temple Sta. (Exit 1),Xinyi & Jianguo Intersection,1996.0,6,0:33:16
12621,MRT Xingtian Temple Sta. (Exit 1),Xinyi & Lianyun Intersection,1682.0,14,0:28:02
12622,MRT Xingtian Temple Sta. (Exit 1),Xinyi Hangzhou Intersection(Chunghwa Telecom),14579.0,2,4:02:59
12623,MRT Xingtian Temple Sta. (Exit 1),Xinyi Square(Taipei 101),2520.0,1,0:42:00
12624,MRT Xingtian Temple Sta. (Exit 1),Yanping Public Housing,1261.0,1,0:21:01
12625,MRT Xingtian Temple Sta. (Exit 1),Yongji & Songxin Intersection,1916.0,3,0:31:56
12626,MRT Xingtian Temple Sta. (Exit 1),Yongle Market,1103.0,10,0:18:23
12627,MRT Xingtian Temple Sta. (Exit 1),Youth Park(Exit 3),2214.0,1,0:36:54
12628,MRT Xingtian Temple Sta. (Exit 1),Yuanhuan,1234.0,21,0:20:34
12629,MRT Xingtian Temple Sta. (Exit 1),Zhonglun High School,1595.0,20,0:26:35
12630,MRT Xingtian Temple Sta. (Exit 1),Zhongqiang Park,3605.0,1,1:00:05
12631,MRT Xingtian Temple Sta. (Exit 1),Zhongshan Dist. Admin. Office,821.0,152,0:13:41
12632,MRT Xingtian Temple Sta. (Exit 1),Zhongzheng & Jihe Intersection,2077.0,3,0:34:37
12633,MRT Xingtian Temple Sta. (Exit 1),Zhouzhi Park No.2,2569.0,1,0:42:49
12634,MRT Xingtian Temple Sta. (Exit 3),Bade Market,913.0,60,0:15:13
12635,MRT Xingtian Temple Sta. (Exit 3),Bailing Elementary School,2794.0,4,0:46:34
12636,MRT Xingtian Temple Sta. (Exit 3),Chengong Public Housing,4352.0,6,1:12:32
12637,MRT Xingtian Temple Sta. (Exit 3),Civic & Taiyuan Intersection,1004.0,5,0:16:44
12638,MRT Xingtian Temple Sta. (Exit 3),Civic Blvd Linsen Intersection,1295.0,17,0:21:35
12639,MRT Xingtian Temple Sta. (Exit 3),Construction & Planning Agency,1097.0,5,0:18:17
12640,MRT Xingtian Temple Sta. (Exit 3),Dadaocheng Park,2743.0,11,0:45:43
12641,MRT Xingtian Temple Sta. (Exit 3),Dongxin Elementary School,3530.0,1,0:58:50
12642,MRT Xingtian Temple Sta. (Exit 3),Dongyang Park,3274.0,1,0:54:34
12643,MRT Xingtian Temple Sta. (Exit 3),Dongyuan Elementary School,3743.0,1,1:02:23
12644,MRT Xingtian Temple Sta. (Exit 3),Dunhua & Keelung Intersection,1928.0,2,0:32:08
12645,MRT Xingtian Temple Sta. (Exit 3),Emei Parking Lot,2180.0,4,0:36:20
12646,MRT Xingtian Temple Sta. (Exit 3),Emergency Operations Center of Taipei City,6874.0,2,1:54:34
12647,MRT Xingtian Temple Sta. (Exit 3),Examination Yuan,14727.0,1,4:05:27
12648,MRT Xingtian Temple Sta. (Exit 3),Fude Park,2745.0,2,0:45:45
12649,MRT Xingtian Temple Sta. (Exit 3),Fulin Park,3557.0,3,0:59:17
12650,MRT Xingtian Temple Sta. (Exit 3),Fushun Park,1004.0,18,0:16:44
12651,MRT Xingtian Temple Sta. (Exit 3),Guoxing & Qingnian Intersection,1907.0,13,0:31:47
12652,MRT Xingtian Temple Sta. (Exit 3),Heping Chongqing Intersection,2322.0,4,0:38:42
12653,MRT Xingtian Temple Sta. (Exit 3),Heti Elementary School,1839.0,1,0:30:39
12654,MRT Xingtian Temple Sta. (Exit 3),Huajiang High School,2597.0,1,0:43:17
12655,MRT Xingtian Temple Sta. (Exit 3),Huashan 1914‧Creative Park,1918.0,48,0:31:58
12656,MRT Xingtian Temple Sta. (Exit 3),Hulu Elementary School,3297.0,9,0:54:57
12657,MRT Xingtian Temple Sta. (Exit 3),JianGuo & Heping Intersection,1699.0,9,0:28:19
12658,MRT Xingtian Temple Sta. (Exit 3),Jiang Wei-shui Memorial Park,1017.0,16,0:16:57
12659,MRT Xingtian Temple Sta. (Exit 3),Jianguo & Changchun Intersection,534.0,169,0:08:54
12660,MRT Xingtian Temple Sta. (Exit 3),Jianguo & Nongan Intersection,595.0,1046,0:09:55
12661,MRT Xingtian Temple Sta. (Exit 3),Jihe First Phase Republic Housing,3737.0,4,1:02:17
12662,MRT Xingtian Temple Sta. (Exit 3),Jinshan & Aiguo Intersection,1905.0,5,0:31:45
12663,MRT Xingtian Temple Sta. (Exit 3),Jinshen & Civic Blvd. Intersection,1201.0,67,0:20:01
12664,MRT Xingtian Temple Sta. (Exit 3),Jiuquan & Yanping Intersection,1318.0,2,0:21:58
12665,MRT Xingtian Temple Sta. (Exit 3),Jiuzhuang Recreation Center,5374.0,1,1:29:34
12666,MRT Xingtian Temple Sta. (Exit 3),Kaifong & Xining Intersection,3013.0,5,0:50:13
12667,MRT Xingtian Temple Sta. (Exit 3),Keelung & Changxing Intersection,1914.0,2,0:31:54
12668,MRT Xingtian Temple Sta. (Exit 3),Keelung & Guangfu Intersection,2529.0,5,0:42:09
12669,MRT Xingtian Temple Sta. (Exit 3),Laosong Elementary School,2187.0,4,0:36:27
12670,MRT Xingtian Temple Sta. (Exit 3),Lequn 2nd & Jingye 4th Intersection,1682.0,1,0:28:02
12671,MRT Xingtian Temple Sta. (Exit 3),Lin An-tai Historical House,2261.0,33,0:37:41
12672,MRT Xingtian Temple Sta. (Exit 3),Linsen Park,972.0,190,0:16:12
12673,MRT Xingtian Temple Sta. (Exit 3),Lishan Elementary School,1808.0,1,0:30:08
12674,MRT Xingtian Temple Sta. (Exit 3),LiuGong Park,2095.0,33,0:34:55
12675,MRT Xingtian Temple Sta. (Exit 3),Longjiang & Nanjing Intersection,1027.0,127,0:17:07
12676,MRT Xingtian Temple Sta. (Exit 3),Longmen Square,2096.0,44,0:34:56
12677,MRT Xingtian Temple Sta. (Exit 3),MRT Beimen Sta. (Exit.3),2802.0,4,0:46:42
12678,MRT Xingtian Temple Sta. (Exit 3),MRT Daan Park Sta.,1406.0,33,0:23:26
12679,MRT Xingtian Temple Sta. (Exit 3),MRT Daan Sta.,3242.0,18,0:54:02
12680,MRT Xingtian Temple Sta. (Exit 3),MRT Dahu Park Sta. (Exit 2),2435.0,1,0:40:35
12681,MRT Xingtian Temple Sta. (Exit 3),MRT Daqiaotou Sta. (Exit 2),2564.0,50,0:42:44
12682,MRT Xingtian Temple Sta. (Exit 3),MRT Dazhi Sta. (Exit 3),2828.0,18,0:47:08
12683,MRT Xingtian Temple Sta. (Exit 3),MRT Donghu Sta.,3215.0,1,0:53:35
12684,MRT Xingtian Temple Sta. (Exit 3),MRT Dongmen Sta. (Exit 4),2189.0,15,0:36:29
12685,MRT Xingtian Temple Sta. (Exit 3),MRT Gangqian Sta. (Exit 2),4133.0,2,1:08:53
12686,MRT Xingtian Temple Sta. (Exit 3),MRT Gongguan Sta.(Exit 2),3009.0,8,0:50:09
12687,MRT Xingtian Temple Sta. (Exit 3),MRT Guting Sta. (Exit 2),2126.0,11,0:35:26
12688,MRT Xingtian Temple Sta. (Exit 3),MRT Houshanpi Sta.(Exit 1),2794.0,6,0:46:34
12689,MRT Xingtian Temple Sta. (Exit 3),MRT Huzhou Sta. (Exit 1),5254.0,1,1:27:34
12690,MRT Xingtian Temple Sta. (Exit 3),MRT Jiannan Rd. Sta.(Exit 2),6219.0,15,1:43:39
12691,MRT Xingtian Temple Sta. (Exit 3),MRT Jiantan Sta.(Exit 2),1564.0,42,0:26:04
12692,MRT Xingtian Temple Sta. (Exit 3),MRT Kunyang Sta. (Exit 1),6729.0,2,1:52:09
12693,MRT Xingtian Temple Sta. (Exit 3),MRT Linguang Sta. (Exit 2),2972.0,3,0:49:32
12694,MRT Xingtian Temple Sta. (Exit 3),MRT Liuzhangli Sta.,3470.0,13,0:57:50
12695,MRT Xingtian Temple Sta. (Exit 3),MRT Longshan Temple Sta. (Exit. 1),3137.0,10,0:52:17
12696,MRT Xingtian Temple Sta. (Exit 3),MRT Mingde Sta.,1684.0,1,0:28:04
12697,MRT Xingtian Temple Sta. (Exit 3),MRT Minquan W.Rd. Sta.(Exit 3),1190.0,61,0:19:50
12698,MRT Xingtian Temple Sta. (Exit 3),MRT Nanjing Fuxing Sta. (Exit 5),1520.0,83,0:25:20
12699,MRT Xingtian Temple Sta. (Exit 3),MRT Nanjing Sanmin Sta. (Exit 1),2760.0,46,0:46:00
12700,MRT Xingtian Temple Sta. (Exit 3),MRT Nat’l Taiwan U. Hospital Sta.(Exit 4),1891.0,45,0:31:31
12701,MRT Xingtian Temple Sta. (Exit 3),MRT Qilian Sta. (Exit 2),3739.0,5,1:02:19
12702,MRT Xingtian Temple Sta. (Exit 3),MRT Qiyan Sta.,4231.0,3,1:10:31
12703,MRT Xingtian Temple Sta. (Exit 3),MRT S.Y.S Memorial Hall Stataion(Exit 2.),4745.0,22,1:19:05
12704,MRT Xingtian Temple Sta. (Exit 3),MRT Shandao Temple Sta(Exit 1),1755.0,18,0:29:15
12705,MRT Xingtian Temple Sta. (Exit 3),MRT Shilin Sta.(Exit 2),3800.0,6,1:03:20
12706,MRT Xingtian Temple Sta. (Exit 3),MRT Shuanglian Sta. (Exit 2),1545.0,104,0:25:45
12707,MRT Xingtian Temple Sta. (Exit 3),MRT Songjiang Nanjing Sta. (Exit 7),902.0,454,0:15:02
12708,MRT Xingtian Temple Sta. (Exit 3),MRT Taipei 101/World Trade Center Sta.,2806.0,6,0:46:46
12709,MRT Xingtian Temple Sta. (Exit 3),MRT Taipei Arena Sta. (Exit 5),2336.0,33,0:38:56
12710,MRT Xingtian Temple Sta. (Exit 3),MRT Taipei City Hall Stataion(Exit 3)-2,3190.0,18,0:53:10
12711,MRT Xingtian Temple Sta. (Exit 3),MRT Taipei Zoo Sta.(Exit 2),6202.0,1,1:43:22
12712,MRT Xingtian Temple Sta. (Exit 3),MRT Taipower Building Sta. (Exit 2),11405.0,6,3:10:05
12713,MRT Xingtian Temple Sta. (Exit 3),MRT Technology Bldg. Sta.,1551.0,31,0:25:51
12714,MRT Xingtian Temple Sta. (Exit 3),MRT Xiangshan Sta.,2501.0,1,0:41:41
12715,MRT Xingtian Temple Sta. (Exit 3),MRT Xiaonanmen Sta. (Exit 1),2456.0,4,0:40:56
12716,MRT Xingtian Temple Sta. (Exit 3),MRT Xihu Sta. (Exit 1),3646.0,2,1:00:46
12717,MRT Xingtian Temple Sta. (Exit 3),MRT Ximen Sta.(Exit 3),2519.0,25,0:41:59
12718,MRT Xingtian Temple Sta. (Exit 3),MRT Xingtian Temple Sta. (Exit 1),3155.0,84,0:52:35
12719,MRT Xingtian Temple Sta. (Exit 3),MRT Xingtian Temple Sta. (Exit 3),3268.0,789,0:54:28
12720,MRT Xingtian Temple Sta. (Exit 3),MRT Xinyi Anhe Sta.,3052.0,18,0:50:52
12721,MRT Xingtian Temple Sta. (Exit 3),MRT Yongchun Sta. (Exit 2),2827.0,5,0:47:07
12722,MRT Xingtian Temple Sta. (Exit 3),MRT Yuanshan Sta. (Exit 2),2860.0,35,0:47:40
12723,MRT Xingtian Temple Sta. (Exit 3),MRT Zhishan Sta.(Exit 2),2045.0,5,0:34:05
12724,MRT Xingtian Temple Sta. (Exit 3),MRT Zhongshan Elementary School sta.(Exit 4),1379.0,116,0:22:59
12725,MRT Xingtian Temple Sta. (Exit 3),MRT Zhongshan Sta. (Exit 4),1821.0,100,0:30:21
12726,MRT Xingtian Temple Sta. (Exit 3),MRT Zhongxiao Fuxing Sta.(Exit 2),1586.0,17,0:26:26
12727,MRT Xingtian Temple Sta. (Exit 3),MRT Zhongxiao Xinsheng Sta.(Exit 3),1499.0,152,0:24:59
12728,MRT Xingtian Temple Sta. (Exit 3),MinQuan Park,1715.0,43,0:28:35
12729,MRT Xingtian Temple Sta. (Exit 3),Minquan & Fuxing Intersection,1227.0,354,0:20:27
12730,MRT Xingtian Temple Sta. (Exit 3),Minsheng & Dunhua Intersection,1277.0,168,0:21:17
12731,MRT Xingtian Temple Sta. (Exit 3),Minsheng & Guangfu Intersection,1245.0,70,0:20:45
12732,MRT Xingtian Temple Sta. (Exit 3),Minsheng Activity Center,1506.0,31,0:25:06
12733,MRT Xingtian Temple Sta. (Exit 3),NTNU Gongguan Campus,2425.0,1,0:40:25
12734,MRT Xingtian Temple Sta. (Exit 3),NTNU Library,1938.0,19,0:32:18
12735,MRT Xingtian Temple Sta. (Exit 3),NTU Information Bldg.,1739.0,8,0:28:59
12736,MRT Xingtian Temple Sta. (Exit 3),Nanchang Park,2265.0,7,0:37:45
12737,MRT Xingtian Temple Sta. (Exit 3),National Central Library,2278.0,6,0:37:58
12738,MRT Xingtian Temple Sta. (Exit 3),Nat’l Chengchi U.,6366.0,1,1:46:06
12739,MRT Xingtian Temple Sta. (Exit 3),Nat’l Defense U.,7012.0,2,1:56:52
12740,MRT Xingtian Temple Sta. (Exit 3),Raohe Night Market,3868.0,15,1:04:28
12741,MRT Xingtian Temple Sta. (Exit 3),Renai & Linsen Intersection,1534.0,18,0:25:34
12742,MRT Xingtian Temple Sta. (Exit 3),Renai & Yanji Intersection,1913.0,17,0:31:53
12743,MRT Xingtian Temple Sta. (Exit 3),Renai & Yixian Intersection,10557.0,4,2:55:57
12744,MRT Xingtian Temple Sta. (Exit 3),Rongxing Park,779.0,799,0:12:59
12745,MRT Xingtian Temple Sta. (Exit 3),Roosevelt & Jinglong Intersection,2753.0,3,0:45:53
12746,MRT Xingtian Temple Sta. (Exit 3),Roosevelt & Ningbo E. St. Intersection,2994.0,9,0:49:54
12747,MRT Xingtian Temple Sta. (Exit 3),Roosevelt & Xinsheng S. Intersection,2434.0,16,0:40:34
12748,MRT Xingtian Temple Sta. (Exit 3),Ruiguang & Gangqian Intersection,2680.0,1,0:44:40
12749,MRT Xingtian Temple Sta. (Exit 3),Sanchangli,2408.0,5,0:40:08
12750,MRT Xingtian Temple Sta. (Exit 3),Sanmin Park,1390.0,13,0:23:10
12751,MRT Xingtian Temple Sta. (Exit 3),Shude Park,1168.0,43,0:19:28
12752,MRT Xingtian Temple Sta. (Exit 3),Songde,13744.0,1,3:49:04
12753,MRT Xingtian Temple Sta. (Exit 3),Songde Park,2374.0,8,0:39:34
12754,MRT Xingtian Temple Sta. (Exit 3),Songshan Rail Sta.,3744.0,18,1:02:24
12755,MRT Xingtian Temple Sta. (Exit 3),TWTC Exhibition Hall 2,3735.0,1,1:02:15
12756,MRT Xingtian Temple Sta. (Exit 3),TWTC Exhibition Hall 3,2860.0,3,0:47:40
12757,MRT Xingtian Temple Sta. (Exit 3),Taipei Botanical Garden,3671.0,4,1:01:11
12758,MRT Xingtian Temple Sta. (Exit 3),Taipei Bus Sta.,1380.0,94,0:23:00
12759,MRT Xingtian Temple Sta. (Exit 3),Taipei City Hakka Cultural Park,9490.0,1,2:38:10
12760,MRT Xingtian Temple Sta. (Exit 3),Taipei City Hall,1616.0,9,0:26:56
12761,MRT Xingtian Temple Sta. (Exit 3),Taipei City Hospital Renai Branch,1801.0,14,0:30:01
12762,MRT Xingtian Temple Sta. (Exit 3),Taipei Confucius Temple,1397.0,7,0:23:17
12763,MRT Xingtian Temple Sta. (Exit 3),Taipei Cultural Center,2296.0,26,0:38:16
12764,MRT Xingtian Temple Sta. (Exit 3),Taipei Fine Arts Museum,2297.0,51,0:38:17
12765,MRT Xingtian Temple Sta. (Exit 3),Taipei Flowers Auction,1822.0,1,0:30:22
12766,MRT Xingtian Temple Sta. (Exit 3),Taipei Medical University,4447.0,1,1:14:07
12767,MRT Xingtian Temple Sta. (Exit 3),Taipei Municipal Shezi Elementary School,1693.0,1,0:28:13
12768,MRT Xingtian Temple Sta. (Exit 3),Taipei Pot Plant Auction,2522.0,3,0:42:02
12769,MRT Xingtian Temple Sta. (Exit 3),Taipei Public Library,1496.0,6,0:24:56
12770,MRT Xingtian Temple Sta. (Exit 3),Taipei Stadium,1230.0,83,0:20:30
12771,MRT Xingtian Temple Sta. (Exit 3),Taipei Wen Shan Sports Center,2376.0,1,0:39:36
12772,MRT Xingtian Temple Sta. (Exit 3),Tienmu Sports Park,9248.0,1,2:34:08
12773,MRT Xingtian Temple Sta. (Exit 3),University of Taipei,1300.0,2,0:21:40
12774,MRT Xingtian Temple Sta. (Exit 3),Wanda & Xingning Intersection,3047.0,1,0:50:47
12775,MRT Xingtian Temple Sta. (Exit 3),Wenhu Elementary School,2050.0,3,0:34:10
12776,MRT Xingtian Temple Sta. (Exit 3),Wu Xing Bus Station.,2539.0,5,0:42:19
