,rent_sta,return_sta,Sec,Count,Avg_time
0,Academia Park,Academia Park,2674.0,327,0:44:34
1,Academia Park,Chengong Public Housing,4485.0,1,1:14:45
2,Academia Park,Donghu Elementary School,1870.0,3,0:31:10
3,Academia Park,Dongxin Elementary School,1265.0,8,0:21:05
4,Academia Park,Dongyang Park,1081.0,1,0:18:01
5,Academia Park,Dunhua & Keelung Intersection,2394.0,1,0:39:54
6,Academia Park,Fude Park,2081.0,6,0:34:41
7,Academia Park,Jiuzhuang Recreation Center,846.0,93,0:14:06
8,Academia Park,Keelung & Changxing Intersection,3392.0,2,0:56:32
9,Academia Park,Linyun Market,898.0,80,0:14:58
10,Academia Park,Longmen Square,2949.0,4,0:49:09
11,Academia Park,MRT Daan Sta.,5237.0,3,1:27:17
12,Academia Park,MRT Daqiaotou Sta. (Exit 2),3749.0,4,1:02:29
13,Academia Park,MRT Donghu Sta.,3583.0,10,0:59:43
14,Academia Park,MRT Dongmen Sta. (Exit 4),4289.0,1,1:11:29
15,Academia Park,MRT Gangqian Sta. (Exit 2),4427.0,1,1:13:47
16,Academia Park,MRT Houshanpi Sta.(Exit 1),1772.0,11,0:29:32
17,Academia Park,MRT Huzhou Sta. (Exit 1),1224.0,2,0:20:24
18,Academia Park,MRT Jiannan Rd. Sta.(Exit 2),7737.0,5,2:08:57
19,Academia Park,MRT Kunyang Sta. (Exit 1),1498.0,50,0:24:58
20,Academia Park,MRT Nangang Exhibition Center Sta. (Exit 5),482.0,1193,0:08:02
21,Academia Park,MRT Nangang Software Park Sta.(Exit 2),896.0,50,0:14:56
22,Academia Park,MRT Nanjing Sanmin Sta. (Exit 1),3074.0,3,0:51:14
23,Academia Park,MRT S.Y.S Memorial Hall Stataion(Exit 2.),2788.0,3,0:46:28
24,Academia Park,MRT Taipei Arena Sta. (Exit 5),2991.0,1,0:49:51
25,Academia Park,MRT Taipei City Hall Stataion(Exit 3)-2,2081.0,10,0:34:41
26,Academia Park,MRT Taipower Building Sta. (Exit 2),2639.0,2,0:43:59
27,Academia Park,MRT Xiangshan Sta.,1251.0,7,0:20:51
28,Academia Park,MRT Xihu Sta. (Exit 1),7625.0,1,2:07:05
29,Academia Park,MRT Xingtian Temple Sta. (Exit 1),3123.0,1,0:52:03
30,Academia Park,MRT Yongchun Sta. (Exit 2),1721.0,12,0:28:41
31,Academia Park,MRT Zhongxiao Fuxing Sta.(Exit 2),2432.0,1,0:40:32
32,Academia Park,MRT Zhongxiao Xinsheng Sta.(Exit 3),3248.0,1,0:54:08
33,Academia Park,MinQuan Park,1423.0,1,0:23:43
34,Academia Park,Minsheng & Guangfu Intersection,2468.0,1,0:41:08
35,Academia Park,N.T.U.S.T,10404.0,1,2:53:24
36,Academia Park,NTNU Library,4199.0,1,1:09:59
37,Academia Park,NTU Information Bldg.,3295.0,1,0:54:55
38,Academia Park,Nanchang Park,3425.0,1,0:57:05
39,Academia Park,Nangang Elementary School,754.0,36,0:12:34
40,Academia Park,Nangang Park,933.0,112,0:15:33
41,Academia Park,Raohe Night Market,2277.0,5,0:37:57
42,Academia Park,Renai & Linsen Intersection,3712.0,1,1:01:52
43,Academia Park,Renai & Yanji Intersection,2549.0,12,0:42:29
44,Academia Park,Renai & Yixian Intersection,3520.0,1,0:58:40
45,Academia Park,Roosevelt & Jinglong Intersection,3201.0,1,0:53:21
46,Academia Park,Roosevelt & Xinsheng S. Intersection,3825.0,20,1:03:45
47,Academia Park,Ruiguang & Gangqian Intersection,5164.0,3,1:26:04
48,Academia Park,Sanmin Park,1733.0,4,0:28:53
49,Academia Park,Shilin Sports Center,10967.0,1,3:02:47
50,Academia Park,Songde Park,1709.0,3,0:28:29
51,Academia Park,Songshan Rail Sta.,2265.0,26,0:37:45
52,Academia Park,Taipei Cultural Center,2148.0,1,0:35:48
53,Academia Park,Taipei Fine Arts Museum,6012.0,1,1:40:12
54,Academia Park,Taipei Stadium,3015.0,1,0:50:15
55,Academia Park,Xingan Huacheng Community,5557.0,8,1:32:37
56,Academia Park,Xingya Jr. High School,1799.0,4,0:29:59
57,Academia Park,Xinyi Hangzhou Intersection(Chunghwa Telecom),3757.0,1,1:02:37
58,Academia Park,Yongji & Songxin Intersection,1744.0,4,0:29:04
59,Academia Park,Youth Park(Exit 3),8511.0,1,2:21:51
60,Academia Park,Yucheng Park,1293.0,4,0:21:33
61,Bade Market,Academia Park,2612.0,1,0:43:32
62,Bade Market,Bade Market,3161.0,349,0:52:41
63,Bade Market,Chengong Public Housing,1406.0,24,0:23:26
64,Bade Market,Citizen Square,1156.0,2,0:19:16
65,Bade Market,Civic & Taiyuan Intersection,1466.0,19,0:24:26
66,Bade Market,Civic Blvd Linsen Intersection,630.0,69,0:10:30
67,Bade Market,Construction & Planning Agency,703.0,19,0:11:43
68,Bade Market,Dadaocheng Park,1264.0,5,0:21:04
69,Bade Market,Dongyuan Elementary School,1803.0,2,0:30:03
70,Bade Market,Dunhua & Keelung Intersection,1202.0,5,0:20:02
71,Bade Market,Emei Parking Lot,2178.0,8,0:36:18
72,Bade Market,Emergency Operations Center of Taipei City,2292.0,3,0:38:12
73,Bade Market,Fude Park,1712.0,4,0:28:32
74,Bade Market,Fushun Park,1500.0,4,0:25:00
75,Bade Market,Guoxing & Qingnian Intersection,4310.0,1,1:11:50
76,Bade Market,Guting Junior High School,1882.0,1,0:31:22
77,Bade Market,Heping Chongqing Intersection,1861.0,4,0:31:01
78,Bade Market,Heti Elementary School,1499.0,2,0:24:59
79,Bade Market,Huajiang High School,1928.0,2,0:32:08
80,Bade Market,Huashan 1914‧Creative Park,598.0,59,0:09:58
81,Bade Market,JianGuo & Heping Intersection,891.0,15,0:14:51
82,Bade Market,Jiang Wei-shui Memorial Park,1561.0,5,0:26:01
83,Bade Market,Jianguo & Changchun Intersection,470.0,331,0:07:50
84,Bade Market,Jianguo & Nongan Intersection,893.0,27,0:14:53
85,Bade Market,Jihe First Phase Republic Housing,2404.0,6,0:40:04
86,Bade Market,Jinshan & Aiguo Intersection,827.0,12,0:13:47
87,Bade Market,Jinshen & Civic Blvd. Intersection,953.0,36,0:15:53
88,Bade Market,Kaifong & Xining Intersection,2377.0,7,0:39:37
89,Bade Market,Keelung & Changxing Intersection,1809.0,6,0:30:09
90,Bade Market,Keelung & Guangfu Intersection,1265.0,3,0:21:05
91,Bade Market,Laosong Elementary School,1959.0,6,0:32:39
92,Bade Market,Lin An-tai Historical House,1251.0,8,0:20:51
93,Bade Market,Linsen Park,919.0,61,0:15:19
94,Bade Market,LiuGong Park,986.0,89,0:16:26
95,Bade Market,Longjiang & Nanjing Intersection,606.0,63,0:10:06
96,Bade Market,Longmen Square,1705.0,54,0:28:25
97,Bade Market,MRT Beimen Sta. (Exit.3),1072.0,4,0:17:52
98,Bade Market,MRT Beitou Sta.,14011.0,1,3:53:31
99,Bade Market,MRT Daan Park Sta.,1041.0,17,0:17:21
100,Bade Market,MRT Daan Sta.,971.0,54,0:16:11
101,Bade Market,MRT Daqiaotou Sta. (Exit 2),1506.0,5,0:25:06
102,Bade Market,MRT Dazhi Sta. (Exit 3),4527.0,2,1:15:27
103,Bade Market,MRT Dongmen Sta. (Exit 4),1499.0,43,0:24:59
104,Bade Market,MRT Gongguan Sta.(Exit 2),1384.0,9,0:23:04
105,Bade Market,MRT Guting Sta. (Exit 2),1818.0,7,0:30:18
106,Bade Market,MRT Houshanpi Sta.(Exit 1),2421.0,3,0:40:21
107,Bade Market,MRT Jiannan Rd. Sta.(Exit 2),2851.0,1,0:47:31
108,Bade Market,MRT Jiantan Sta.(Exit 2),13997.0,1,3:53:17
109,Bade Market,MRT Kunyang Sta. (Exit 1),1800.0,1,0:30:00
110,Bade Market,MRT Linguang Sta. (Exit 2),2955.0,1,0:49:15
111,Bade Market,MRT Liuzhangli Sta.,1710.0,13,0:28:30
112,Bade Market,MRT Longshan Temple Sta. (Exit. 1),2479.0,4,0:41:19
113,Bade Market,MRT Minquan W.Rd. Sta.(Exit 3),1377.0,11,0:22:57
114,Bade Market,MRT Muzha Sta.,3059.0,1,0:50:59
115,Bade Market,MRT Nangang Exhibition Center Sta. (Exit 5),4513.0,1,1:15:13
116,Bade Market,MRT Nangang Software Park Sta.(Exit 2),9524.0,2,2:38:44
117,Bade Market,MRT Nanjing Fuxing Sta. (Exit 5),1752.0,31,0:29:12
118,Bade Market,MRT Nanjing Sanmin Sta. (Exit 1),4061.0,8,1:07:41
119,Bade Market,MRT Nat’l Taiwan U. Hospital Sta.(Exit 4),1239.0,31,0:20:39
120,Bade Market,MRT Qilian Sta. (Exit 2),8709.0,1,2:25:09
121,Bade Market,MRT S.Y.S Memorial Hall Stataion(Exit 2.),1778.0,37,0:29:38
122,Bade Market,MRT Shandao Temple Sta(Exit 1),732.0,93,0:12:12
123,Bade Market,MRT Shilin Sta.(Exit 2),3069.0,3,0:51:09
124,Bade Market,MRT Shipai Sta. (Exit 2),8083.0,5,2:14:43
125,Bade Market,MRT Shuanglian Sta. (Exit 2),1127.0,34,0:18:47
126,Bade Market,MRT Songjiang Nanjing Sta. (Exit 7),762.0,58,0:12:42
127,Bade Market,MRT Taipei 101/World Trade Center Sta.,2031.0,9,0:33:51
128,Bade Market,MRT Taipei Arena Sta. (Exit 5),1200.0,17,0:20:00
129,Bade Market,MRT Taipei City Hall Stataion(Exit 3)-2,1638.0,16,0:27:18
130,Bade Market,MRT Taipower Building Sta. (Exit 2),2691.0,3,0:44:51
131,Bade Market,MRT Technology Bldg. Sta.,1267.0,23,0:21:07
132,Bade Market,MRT Xiaonanmen Sta. (Exit 1),1931.0,3,0:32:11
133,Bade Market,MRT Ximen Sta.(Exit 3),1905.0,13,0:31:45
134,Bade Market,MRT Xingtian Temple Sta. (Exit 1),900.0,38,0:15:00
135,Bade Market,MRT Xingtian Temple Sta. (Exit 3),917.0,47,0:15:17
136,Bade Market,MRT Xinyi Anhe Sta.,1686.0,36,0:28:06
137,Bade Market,MRT Yongchun Sta. (Exit 2),2458.0,6,0:40:58
138,Bade Market,MRT Yuanshan Sta. (Exit 2),2525.0,6,0:42:05
139,Bade Market,MRT Zhongshan Elementary School sta.(Exit 4),1297.0,34,0:21:37
140,Bade Market,MRT Zhongshan Sta. (Exit 4),1355.0,42,0:22:35
141,Bade Market,MRT Zhongxiao Fuxing Sta.(Exit 2),869.0,26,0:14:29
142,Bade Market,MRT Zhongxiao Xinsheng Sta.(Exit 3),907.0,284,0:15:07
143,Bade Market,MinQuan Park,2286.0,5,0:38:06
144,Bade Market,Minquan & Fuxing Intersection,1195.0,22,0:19:55
145,Bade Market,Minsheng & Dunhua Intersection,1454.0,10,0:24:14
146,Bade Market,Minsheng & Guangfu Intersection,1103.0,10,0:18:23
147,Bade Market,Minsheng Activity Center,1399.0,10,0:23:19
148,Bade Market,Mucha Guanghui Intersection,3865.0,3,1:04:25
149,Bade Market,N.T.U.S.T,1377.0,23,0:22:57
150,Bade Market,NTNU Gongguan Campus,1998.0,1,0:33:18
151,Bade Market,NTNU Library,1481.0,44,0:24:41
152,Bade Market,NTU Information Bldg.,1580.0,13,0:26:20
153,Bade Market,Nanchang Park,1461.0,15,0:24:21
154,Bade Market,Nangang Park,2160.0,2,0:36:00
155,Bade Market,National Central Library,2621.0,15,0:43:41
156,Bade Market,Nat’l Chengchi U.,2567.0,1,0:42:47
157,Bade Market,Raohe Night Market,1525.0,10,0:25:25
158,Bade Market,Renai & Linsen Intersection,988.0,13,0:16:28
159,Bade Market,Renai & Yanji Intersection,1074.0,8,0:17:54
160,Bade Market,Renai & Yixian Intersection,1260.0,9,0:21:00
161,Bade Market,Rongxing Park,956.0,20,0:15:56
162,Bade Market,Roosevelt & Jinglong Intersection,2126.0,3,0:35:26
163,Bade Market,Roosevelt & Ningbo E. St. Intersection,1529.0,17,0:25:29
164,Bade Market,Roosevelt & Xinsheng S. Intersection,1438.0,20,0:23:58
165,Bade Market,Sanchangli,1934.0,4,0:32:14
166,Bade Market,Sanmin Park,1336.0,7,0:22:16
167,Bade Market,Shude Park,1569.0,12,0:26:09
168,Bade Market,Songshan Rail Sta.,2476.0,6,0:41:16
169,Bade Market,Songshan Vocational High School,1662.0,2,0:27:42
170,Bade Market,TWTC Exhibition Hall 2,2288.0,3,0:38:08
171,Bade Market,TWTC Exhibition Hall 3,1413.0,1,0:23:33
172,Bade Market,Taipei Botanical Garden,1496.0,7,0:24:56
173,Bade Market,Taipei Bus Sta.,753.0,256,0:12:33
174,Bade Market,Taipei City Hakka Cultural Park,2362.0,1,0:39:22
175,Bade Market,Taipei City Hall,5226.0,1,1:27:06
176,Bade Market,Taipei City Hospital Renai Branch,795.0,50,0:13:15
177,Bade Market,Taipei Confucius Temple,3548.0,15,0:59:08
178,Bade Market,Taipei Cultural Center,924.0,47,0:15:24
179,Bade Market,Taipei Fine Arts Museum,1736.0,1,0:28:56
180,Bade Market,Taipei Medical University,2635.0,5,0:43:55
181,Bade Market,Taipei Pot Plant Auction,4794.0,3,1:19:54
182,Bade Market,Taipei Public Library,887.0,37,0:14:47
183,Bade Market,Taipei Stadium,794.0,54,0:13:14
184,Bade Market,Taipei Wen Shan Sports Center,2364.0,3,0:39:24
185,Bade Market,University of Taipei,1133.0,5,0:18:53
186,Bade Market,University of Taipei Tianmu Campus,6219.0,2,1:43:39
187,Bade Market,Wolong & Leye Intersection,2538.0,1,0:42:18
188,Bade Market,Wuchang Park,2928.0,6,0:48:48
189,Bade Market,Xiangyang & Nangang Intersection,2509.0,1,0:41:49
190,Bade Market,XinDong Park,2355.0,3,0:39:15
191,Bade Market,Xingan Huacheng Community,735.0,164,0:12:15
192,Bade Market,Xingfong Park,1581.0,1,0:26:21
193,Bade Market,Xingya Jr. High School,1866.0,2,0:31:06
194,Bade Market,Xinhai & Xinsheng Intersection,1194.0,19,0:19:54
195,Bade Market,Xinhu Elementary School,2080.0,1,0:34:40
196,Bade Market,Xinsheng & Changan Intersection,482.0,12,0:08:02
197,Bade Market,Xinsheng & Changchun Intersection,788.0,9,0:13:08
198,Bade Market,Xinsheng & Heping Intersection,960.0,26,0:16:00
199,Bade Market,Xinyi & Dunhua Intersection,1060.0,7,0:17:40
200,Bade Market,Xinyi & Jianguo Intersection,1466.0,39,0:24:26
201,Bade Market,Xinyi & Lianyun Intersection,828.0,38,0:13:48
202,Bade Market,Xinyi Hangzhou Intersection(Chunghwa Telecom),920.0,21,0:15:20
203,Bade Market,Yanping Public Housing,3611.0,2,1:00:11
204,Bade Market,Yongji & Songxin Intersection,6299.0,5,1:44:59
205,Bade Market,Yongle Market,1451.0,13,0:24:11
206,Bade Market,Youth Park(Exit 3),2157.0,9,0:35:57
207,Bade Market,Yuanhuan,1604.0,17,0:26:44
208,Bade Market,Yucheng Park,1761.0,1,0:29:21
209,Bade Market,Zhonglun High School,1178.0,22,0:19:38
210,Bade Market,Zhongqiang Park,5512.0,1,1:31:52
211,Bade Market,Zhongshan Dist. Admin. Office,774.0,36,0:12:54
212,Bailing Elementary School,Bailing Elementary School,4070.0,706,1:07:50
213,Bailing Elementary School,Beitou Sports Center,3122.0,9,0:52:02
214,Bailing Elementary School,Civic & Taiyuan Intersection,1730.0,1,0:28:50
215,Bailing Elementary School,Construction & Planning Agency,2654.0,1,0:44:14
216,Bailing Elementary School,Dadaocheng Park,1414.0,8,0:23:34
217,Bailing Elementary School,Dafong Park,3777.0,5,1:02:57
218,Bailing Elementary School,Fude Park,5789.0,1,1:36:29
219,Bailing Elementary School,Fulin Park,1184.0,58,0:19:44
220,Bailing Elementary School,Fushun Park,1011.0,19,0:16:51
221,Bailing Elementary School,Heping Chongqing Intersection,1778.0,1,0:29:38
222,Bailing Elementary School,Huaxi Park,3113.0,1,0:51:53
223,Bailing Elementary School,Hulu Elementary School,1079.0,24,0:17:59
224,Bailing Elementary School,Jiang Wei-shui Memorial Park,1127.0,1,0:18:47
225,Bailing Elementary School,Jianguo & Nongan Intersection,896.0,1,0:14:56
226,Bailing Elementary School,Jiantan Community,2393.0,4,0:39:53
227,Bailing Elementary School,Jihe First Phase Republic Housing,2631.0,1,0:43:51
228,Bailing Elementary School,JinRui Park,4355.0,1,1:12:35
229,Bailing Elementary School,Jiuquan & Yanping Intersection,1240.0,2,0:20:40
230,Bailing Elementary School,Kaifong & Xining Intersection,1584.0,2,0:26:24
231,Bailing Elementary School,Lanxing Park,2246.0,3,0:37:26
232,Bailing Elementary School,Lanya Park,3170.0,7,0:52:50
233,Bailing Elementary School,Lequn 2nd & Jingye 4th Intersection,1310.0,6,0:21:50
234,Bailing Elementary School,Lin An-tai Historical House,842.0,1,0:14:02
235,Bailing Elementary School,Linsen Park,2124.0,1,0:35:24
236,Bailing Elementary School,Longjiang & Nanjing Intersection,2464.0,3,0:41:04
237,Bailing Elementary School,Longmen Square,3504.0,1,0:58:24
238,Bailing Elementary School,MRT Beitou Sta.,1691.0,5,0:28:11
239,Bailing Elementary School,MRT Daqiaotou Sta. (Exit 2),943.0,7,0:15:43
240,Bailing Elementary School,MRT Dazhi Sta. (Exit 3),1633.0,24,0:27:13
241,Bailing Elementary School,MRT Gangqian Sta. (Exit 2),2115.0,1,0:35:15
242,Bailing Elementary School,MRT Guting Sta. (Exit 2),3824.0,1,1:03:44
243,Bailing Elementary School,MRT Houshanpi Sta.(Exit 1),3439.0,1,0:57:19
244,Bailing Elementary School,MRT Jiannan Rd. Sta.(Exit 2),4112.0,43,1:08:32
245,Bailing Elementary School,MRT Jiantan Sta.(Exit 2),455.0,4047,0:07:35
246,Bailing Elementary School,MRT Mingde Sta.,1323.0,3,0:22:03
247,Bailing Elementary School,MRT Minquan W.Rd. Sta.(Exit 3),1514.0,10,0:25:14
248,Bailing Elementary School,MRT Nangang Software Park Sta.(Exit 2),3757.0,1,1:02:37
249,Bailing Elementary School,MRT Nanjing Fuxing Sta. (Exit 5),4438.0,1,1:13:58
250,Bailing Elementary School,MRT Nat’l Taiwan U. Hospital Sta.(Exit 4),2278.0,5,0:37:58
251,Bailing Elementary School,MRT Qilian Sta. (Exit 2),4438.0,2,1:13:58
252,Bailing Elementary School,MRT S.Y.S Memorial Hall Stataion(Exit 2.),4769.0,2,1:19:29
253,Bailing Elementary School,MRT Shilin Sta.(Exit 2),843.0,445,0:14:03
254,Bailing Elementary School,MRT Shipai Sta. (Exit 2),3762.0,6,1:02:42
255,Bailing Elementary School,MRT Shuanglian Sta. (Exit 2),2812.0,13,0:46:52
256,Bailing Elementary School,MRT Songjiang Nanjing Sta. (Exit 7),1838.0,1,0:30:38
257,Bailing Elementary School,MRT Taipei City Hall Stataion(Exit 3)-2,5095.0,2,1:24:55
258,Bailing Elementary School,MRT Taipower Building Sta. (Exit 2),5810.0,2,1:36:50
259,Bailing Elementary School,MRT Xiaonanmen Sta. (Exit 1),2712.0,1,0:45:12
260,Bailing Elementary School,MRT Xihu Sta. (Exit 1),8408.0,2,2:20:08
261,Bailing Elementary School,MRT Ximen Sta.(Exit 3),3013.0,2,0:50:13
262,Bailing Elementary School,MRT Xinbeitou Sta.,4311.0,1,1:11:51
263,Bailing Elementary School,MRT Xingtian Temple Sta. (Exit 1),1624.0,2,0:27:04
264,Bailing Elementary School,MRT Xingtian Temple Sta. (Exit 3),1758.0,1,0:29:18
265,Bailing Elementary School,MRT Yuanshan Sta. (Exit 2),1985.0,36,0:33:05
266,Bailing Elementary School,MRT Zhishan Sta.(Exit 2),1300.0,15,0:21:40
267,Bailing Elementary School,MRT Zhongshan Elementary School sta.(Exit 4),2030.0,6,0:33:50
268,Bailing Elementary School,MRT Zhongshan Sta. (Exit 4),4372.0,9,1:12:52
269,Bailing Elementary School,Minsheng & Guangfu Intersection,9655.0,1,2:40:55
270,Bailing Elementary School,NTUNHS,3812.0,1,1:03:32
271,Bailing Elementary School,Nanchang Park,2820.0,1,0:47:00
272,Bailing Elementary School,Nat’l Chengchi U.,3840.0,2,1:04:00
273,Bailing Elementary School,Nat’l Defense U.,12083.0,1,3:21:23
274,Bailing Elementary School,Raohe Night Market,4649.0,3,1:17:29
275,Bailing Elementary School,Rongxing Park,1447.0,1,0:24:07
276,Bailing Elementary School,Roosevelt & Xinsheng S. Intersection,3723.0,3,1:02:03
277,Bailing Elementary School,Ruiguang & Gangqian Intersection,2400.0,12,0:40:00
278,Bailing Elementary School,Sanchangli,3669.0,1,1:01:09
279,Bailing Elementary School,Shilin Sports Center,683.0,452,0:11:23
280,Bailing Elementary School,Shude Park,871.0,14,0:14:31
281,Bailing Elementary School,Songshan Rail Sta.,4497.0,1,1:14:57
282,Bailing Elementary School,Taipei Astronomical Museum,863.0,85,0:14:23
283,Bailing Elementary School,Taipei Bus Sta.,1342.0,10,0:22:22
284,Bailing Elementary School,Taipei City Hakka Cultural Park,6193.0,2,1:43:13
285,Bailing Elementary School,Taipei Confucius Temple,717.0,23,0:11:57
286,Bailing Elementary School,Taipei Fine Arts Museum,1181.0,38,0:19:41
287,Bailing Elementary School,Taipei Municipal Shezi Elementary School,1591.0,16,0:26:31
288,Bailing Elementary School,Taipei Stadium,4675.0,1,1:17:55
289,Bailing Elementary School,Tienmu Sports Park,3500.0,5,0:58:20
290,Bailing Elementary School,Wenhu Elementary School,2097.0,1,0:34:57
291,Bailing Elementary School,Xinsheng & Changchun Intersection,1565.0,15,0:26:05
292,Bailing Elementary School,Xinyi Hangzhou Intersection(Chunghwa Telecom),1623.0,1,0:27:03
293,Bailing Elementary School,Yanping Public Housing,5980.0,4,1:39:40
294,Bailing Elementary School,Yongle Market,4687.0,8,1:18:07
295,Bailing Elementary School,Youth Park(Exit 3),4311.0,1,1:11:51
296,Bailing Elementary School,Yuanhuan,2171.0,4,0:36:11
297,Bailing Elementary School,Zenhua Park,10192.0,2,2:49:52
298,Bailing Elementary School,Zhongshan Dist. Admin. Office,1357.0,1,0:22:37
299,Bailing Elementary School,Zhongzheng & Jihe Intersection,797.0,102,0:13:17
300,Bailing Elementary School,Zhouzhi Park No.2,1674.0,18,0:27:54
301,Bei'an & Dazhi Intersection,Bei'an & Dazhi Intersection,2738.0,1,0:45:38
302,Bei'an & Dazhi Intersection,Daye & Datong Intersection,2777.0,1,0:46:17
303,Bei'an & Dazhi Intersection,Fu-an Junior Hight School,3512.0,1,0:58:32
304,Bei'an & Dazhi Intersection,Fuhua Market,2133.0,1,0:35:33
305,Bei'an & Dazhi Intersection,Jiantan Community,602.0,2,0:10:02
306,Bei'an & Dazhi Intersection,Lequn 2nd & Jingye 4th Intersection,1385.0,2,0:23:05
307,Bei'an & Dazhi Intersection,MRT Gangqian Sta. (Exit 2),1872.0,4,0:31:12
308,Bei'an & Dazhi Intersection,MRT Jiannan Rd. Sta.(Exit 2),464.0,16,0:07:44
309,Bei'an & Dazhi Intersection,MRT Jiantan Sta.(Exit 2),1482.0,1,0:24:42
310,Bei'an & Dazhi Intersection,MRT Xihu Sta. (Exit 1),1959.0,1,0:32:39
311,Bei'an & Dazhi Intersection,MRT Zhishan Sta.(Exit 2),1556.0,1,0:25:56
312,Bei'an & Dazhi Intersection,Peiying Park,3739.0,1,1:02:19
313,Bei'an & Dazhi Intersection,Ruiguang & Gangqian Intersection,1185.0,1,0:19:45
314,Bei'an & Dazhi Intersection,Shilin Sports Center,4010.0,2,1:06:50
315,Bei'an & Dazhi Intersection,Songshan Rail Sta.,7041.0,1,1:57:21
316,Bei'an & Dazhi Intersection,Wenhu Elementary School,1849.0,7,0:30:49
317,Bei'an & Dazhi Intersection,Xinsheng & Changchun Intersection,1499.0,1,0:24:59
318,Beitou Sports Center,Bailing Elementary School,1470.0,2,0:24:30
319,Beitou Sports Center,Beitou Sports Center,3845.0,638,1:04:05
320,Beitou Sports Center,Civic & Taiyuan Intersection,3044.0,2,0:50:44
321,Beitou Sports Center,Dafong Park,1363.0,66,0:22:43
322,Beitou Sports Center,Daye & Datong Intersection,1294.0,39,0:21:34
323,Beitou Sports Center,Emei Parking Lot,2298.0,1,0:38:18
324,Beitou Sports Center,Fulin Park,1359.0,4,0:22:39
325,Beitou Sports Center,Huaxi Park,7371.0,1,2:02:51
326,Beitou Sports Center,Jiang Wei-shui Memorial Park,2328.0,1,0:38:48
327,Beitou Sports Center,Jianguo & Nongan Intersection,3363.0,3,0:56:03
328,Beitou Sports Center,Jinshan & Aiguo Intersection,3829.0,1,1:03:49
329,Beitou Sports Center,Jinshen & Civic Blvd. Intersection,3956.0,2,1:05:56
330,Beitou Sports Center,Jiuquan & Yanping Intersection,2441.0,2,0:40:41
331,Beitou Sports Center,Lanxing Park,1247.0,52,0:20:47
332,Beitou Sports Center,Lanya Elementary School,1560.0,6,0:26:00
333,Beitou Sports Center,Lanya Park,1288.0,77,0:21:28
334,Beitou Sports Center,Lin An-tai Historical House,2436.0,3,0:40:36
335,Beitou Sports Center,Longmen Square,4382.0,1,1:13:02
336,Beitou Sports Center,MRT Beimen Sta. (Exit.3),4766.0,4,1:19:26
337,Beitou Sports Center,MRT Beitou Sta.,2057.0,89,0:34:17
338,Beitou Sports Center,MRT Daqiaotou Sta. (Exit 2),7953.0,3,2:12:33
339,Beitou Sports Center,MRT Dazhi Sta. (Exit 3),2525.0,6,0:42:05
340,Beitou Sports Center,MRT Fuxinggang Sta.,9268.0,4,2:34:28
341,Beitou Sports Center,MRT Jiannan Rd. Sta.(Exit 2),2488.0,2,0:41:28
342,Beitou Sports Center,MRT Jiantan Sta.(Exit 2),2616.0,12,0:43:36
343,Beitou Sports Center,MRT Longshan Temple Sta. (Exit. 1),5365.0,1,1:29:25
344,Beitou Sports Center,MRT Mingde Sta.,770.0,214,0:12:50
345,Beitou Sports Center,MRT Minquan W.Rd. Sta.(Exit 3),7880.0,3,2:11:20
346,Beitou Sports Center,MRT Qilian Sta. (Exit 2),826.0,383,0:13:46
347,Beitou Sports Center,MRT Qiyan Sta.,707.0,128,0:11:47
348,Beitou Sports Center,MRT Shilin Sta.(Exit 2),2061.0,33,0:34:21
349,Beitou Sports Center,MRT Shipai Sta. (Exit 2),576.0,1345,0:09:36
350,Beitou Sports Center,MRT Taipei Zoo Sta.(Exit 2),17947.0,1,4:59:07
351,Beitou Sports Center,MRT Xinbeitou Sta.,1527.0,52,0:25:27
352,Beitou Sports Center,MRT Yuanshan Sta. (Exit 2),4991.0,12,1:23:11
353,Beitou Sports Center,MRT Zhishan Sta.(Exit 2),1076.0,93,0:17:56
354,Beitou Sports Center,NTUNHS,823.0,366,0:13:43
355,Beitou Sports Center,Nanchang Park,5104.0,1,1:25:04
356,Beitou Sports Center,Nat’l Defense U.,1328.0,2,0:22:08
357,Beitou Sports Center,Qingjiang Elementary School,1071.0,24,0:17:51
358,Beitou Sports Center,Roosevelt & Jinglong Intersection,8080.0,1,2:14:40
359,Beitou Sports Center,Roosevelt & Xinsheng S. Intersection,9550.0,2,2:39:10
360,Beitou Sports Center,Shilin Sports Center,1974.0,4,0:32:54
361,Beitou Sports Center,Shude Park,2013.0,1,0:33:33
362,Beitou Sports Center,Songshan Rail Sta.,6411.0,3,1:46:51
363,Beitou Sports Center,Taipei Astronomical Museum,1369.0,7,0:22:49
364,Beitou Sports Center,Taipei Bus Sta.,2430.0,8,0:40:30
365,Beitou Sports Center,Taipei City Hakka Cultural Park,4014.0,1,1:06:54
366,Beitou Sports Center,Taipei Fine Arts Museum,3640.0,7,1:00:40
367,Beitou Sports Center,Taipei Municipal Shezi Elementary School,1345.0,6,0:22:25
368,Beitou Sports Center,Taipei Wen Shan Sports Center,8924.0,1,2:28:44
369,Beitou Sports Center,Tienmu Sports Park,1714.0,71,0:28:34
370,Beitou Sports Center,University of Taipei Tianmu Campus,1690.0,5,0:28:10
371,Beitou Sports Center,Xinhai & Xinsheng Intersection,4612.0,1,1:16:52
372,Beitou Sports Center,Xinsheng & Changchun Intersection,6684.0,1,1:51:24
